tanggal_pemesanan,nomor_kontrak_retail,pelanggan,jenis,nama_proyek,product,area,nilai,status
10/1/2018,SO/UR/10-2018/3344,Plg 12745638,Perorangan,Pry rd907m8x,K-300,Dadap,6641250,Approved
10/1/2018,SO/UR/10-2018/3345,Plg 12645873,PT,Pry dmx9087r,K-225,Bandung Barat,4675000,Approved
10/1/2018,SO/UR/10-2018/3346,Plg 13526748,CV,Pry rdx87m90,K-175,Bandung Timur,26235000,Approved
10/1/2018,SO/UR/10-2018/3347,Plg 13574286,PT,Pry rmx9870d,K-350 N,Dawuan,36630000,Approved
10/1/2018,SO/UR/10-2018/3348,Plg 23681745,Perorangan,Pry dmx907r8,K-225,Lenteng Agung,7260000,Approved
10/1/2018,SO/UR/10-2018/3349,Plg 23681754,Perorangan,Pry rdmx0798,K-250,Cibubur,8745000,Approved
10/1/2018,SO/UR/10-2018/3350,Plg 23684157,PT,Pry dmx9078r,K-225,Cibitung,17875000,Approved
10/1/2018,SO/UR/10-2018/3351,Plg 12873546,Perorangan,Pry rd8709mx,K-300,Sentul,6930000,Approved
10/1/2018,SO/UR/10-2018/3352,Plg 21564873,Perorangan,Pry drm87x90,K-300,BSD,5692500,Approved
10/1/2018,SO/UR/10-2018/3353,Plg 16732548,Perorangan,Pry dmx98r07,K-250,Bandung Timur,143000000,Approved
10/1/2018,SO/UR/10-2018/3354,Plg 23678415,Perorangan,Pry rdmx0798,K-250,Taman Anggrek II,2660625,Approved
10/1/2018,SO/UR/10-2018/3355,Plg 18724356,Perorangan,Pry r70xm98d,K-225,Lenteng Agung,45031250,Approved
10/1/2018,SO/UR/10-2018/3356,Plg 23684175,Perorangan,Pry rdx90m87,K-350,Sentul,29108750,Approved
10/1/2018,SO/UR/10-2018/3357,Plg 13542786,Perorangan,Pry dmx98r70,K-225 N,Bandung Timur,7981875,Approved
10/1/2018,SO/UR/10-2018/3358,Plg 12673458,Perorangan,Pry dmx980r7,K-300,Lenteng Agung,9886250,Approved
10/1/2018,SO/UR/10-2018/3359,Plg 16742358,Perorangan,Pry r9xd07m8,K-250,Cikupa,4743750,Approved
10/1/2018,SO/UR/10-2018/3360,Plg 13247658,Perorangan,Pry rd70mx89,K-350,Sentul,6187500,Approved
10/1/2018,SO/UR/10-2018/3361,Plg 13586274,CV,Pry rmx87d90,K-300 N,Bandung Timur,6737500,Approved
10/1/2018,SO/UR/10-2018/3362,Plg 18453267,Perorangan,Pry r7d9mx08,K-250,Kebon Jeruk,15963750,Approved
10/1/2018,SO/UR/10-2018/3363,Plg 14725863,Perorangan,Pry dmx9807r,K-250,Dawuan,23100000,Approved
10/1/2018,SO/UR/10-2018/3364,Plg 13425867,PT,Pry rmd709x8,K-375,Cibitung,14437500,Approved
10/1/2018,SO/UR/10-2018/3365,Plg 21738465,Perorangan,Pry dr0m897x,K-125 N,Dawuan,6208125,Approved
10/1/2018,SO/UR/10-2018/3366,Plg 13684527,Perorangan,Pry rm98xd70,K-350 N,Palimanan,71340500,Approved
10/1/2018,SO/UR/10-2018/3367,Plg 13854276,PT,Pry dmx987r0,K-350,Dadap,6187500,Approved
10/1/2018,SO/UR/10-2018/3368,Plg 13476285,PT,Pry rmd8970x,K-300,Cibitung,20350000,Approved
10/1/2018,SO/UR/10-2018/3369,Plg 14683257,Perorangan,Pry dmx9870r,K-350 N,Cakung,101961750,Approved
10/1/2018,SO/UR/10-2018/3370,Plg 23684517,Perorangan,Pry dmx97r08,K-275,BSD,10890000,Approved
10/1/2018,SO/UR/10-2018/3371,Plg 23684571,PT,Pry dmx97r80,K-400 N,Cikupa,69423750,Approved
10/1/2018,SO/UR/10-2018/3372,Plg 23684715,Perorangan,Pry dmx970r8,K-300 N,Bandung Timur,18339750,Approved
10/1/2018,SO/UR/10-2018/3373,Plg 12836574,PT,Pry rd80m97x,K-250,Cikupa,81328500,Approved
10/1/2018,SO/UR/10-2018/3374,Plg 21753648,PT,Pry rd8709mx,K-225,Mauk,69403125,Approved
10/1/2018,SO/UR/10-2018/3375,Plg 14758632,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,12243000,Approved
10/1/2018,SO/UR/10-2018/3376,Plg 14657832,Perorangan,Pry rx0md798,K-350,Taman Anggrek II,29610625,Approved
10/1/2018,SO/UR/10-2018/3377,Plg 21637845,Perorangan,Pry drx08m97,K-225,Dawuan,3745500,Approved
10/1/2018,SO/UR/10-2018/3378,Plg 13542687,CV,Pry rmxd8790,"K-125 N,Class E-1 N",Dawuan,2660625,Approved
10/1/2018,SO/UR/10-2018/3380,Plg 12638574,PT,Pry rd098xm7,K-250,BSD,5403750,Approved
10/1/2018,SO/UR/10-2018/3381,Plg 15736284,Perorangan,Pry r0x978md,K-300,Dawuan,3712500,Approved
10/1/2018,SO/UR/10-2018/3382,Plg 21678345,CV,Pry drx897m0,K-350 N,Dawuan,26312000,Approved
10/1/2018,SO/UR/10-2018/3383,Plg 21465738,PT,Pry r789m0xd,K-300 N,Bandung Barat,29411250,Approved
10/1/2018,SO/UR/10-2018/3384,Plg 23684751,Perorangan,Pry drx9780m,K-225,Pulo Gadung,3060750,Approved
10/1/2018,SO/UR/10-2018/3385,Plg 14352786,Perorangan,Pry rxdm0798,K-350,Sentul,98601250,Approved
10/1/2018,SO/UR/10-2018/3386,Plg 23685147,Perorangan,Pry dmx9708r,K-125 N,Dawuan,6121500,Approved
10/1/2018,SO/UR/10-2018/3387,Plg 23685147,Perorangan,Pry dmx9708r,K-350 N,Dawuan,30360000,Approved
10/1/2018,SO/UR/10-2018/3388,Plg 23685147,Perorangan,Pry dmx9708r,K-225 N,Dawuan,7370000,Approved
10/1/2018,SO/UR/10-2018/3389,Plg 21738546,Perorangan,Pry rd8x709m,K-250,Dawuan,4812500,Approved
10/1/2018,SO/UR/10-2018/3390,Plg 13425678,PT,Pry rmd0978x,K-225,Delta Mas,11170500,Approved
10/2/2018,SO/UR/10-2018/3391,Plg 23685174,Perorangan,Pry rx70dm89,K-350,Dadap,5997750,Approved
10/2/2018,SO/UR/10-2018/3392,Plg 23685417,Perorangan,Pry dmx978r0,K-300,Pulo Gadung,11851125,Approved
10/2/2018,SO/UR/10-2018/3393,Plg 23685471,Perorangan,Pry dmx9780r,K-275,Sentul,6737500,Approved
10/2/2018,SO/UR/10-2018/3394,Plg 21563478,Perorangan,Pry dmx8r097,K-275,Green Lake,15290000,Approved
10/2/2018,SO/UR/10-2018/3395,Plg 23685714,Perorangan,Pry dmx8r079,K-250 N,Bandung Timur,30900375,Approved
10/2/2018,SO/UR/10-2018/3396,Plg 21753864,Perorangan,Pry rd708x9m,K-300 N,Sentul,29287500,Approved
10/2/2018,SO/UR/10-2018/3397,Plg 14358276,PT,Pry rxd0m987,K-350 N,Cibitung,4812500,Approved
10/2/2018,SO/UR/10-2018/3398,Plg 23685741,Perorangan,Pry rdm890x7,K-125,Dadap,19206000,Approved
10/2/2018,SO/UR/10-2018/3399,Plg 12673458,Perorangan,Pry dr08mx79,K-300,Lenteng Agung,5005000,Approved
10/2/2018,SO/UR/10-2018/3400,Plg 12435768,Perorangan,Pry rdm7x098,K-300,Cakung,20904125,Approved
10/2/2018,SO/UR/10-2018/3401,Plg 23687145,PT,Pry dmx8r907,K-300,Casablanca,7810000,Approved
10/2/2018,SO/UR/10-2018/3402,Plg 23687154,Perorangan,Pry rdmx0798,K-250,Sentul,4626875,Approved
10/2/2018,SO/UR/10-2018/3403,Plg 21685374,PT,Pry dr0mx879,K-300,Tambak Sumur,5511000,Approved
10/2/2018,SO/UR/10-2018/3404,Plg 13742658,PT,Pry rm9d780x,K-300,Palimanan,47781250,Approved
10/2/2018,SO/UR/10-2018/3405,Plg 12736485,CV,Pry rmd09x78,K-225,Cibubur,9130000,Approved
10/2/2018,SO/UR/10-2018/3406,Plg 23687415,Perorangan,Pry rdmx0798,K-225,Sentul,5568750,Approved
10/2/2018,SO/UR/10-2018/3407,Plg 18376245,CV,Pry r7dm8x90,K-300,Dadap,13648250,Approved
10/2/2018,SO/UR/10-2018/3408,Plg 23687451,Perorangan,Pry rdmx0798,K-250,Bandung Barat,29411250,Approved
10/2/2018,SO/UR/10-2018/3409,Plg 13526748,CV,Pry rdx87m90,K-175,Bandung Timur,26235000,Approved
10/2/2018,SO/UR/10-2018/3410,Plg 13726548,PT,Pry rm9d078x,K-400 N,Palimanan,41965000,Approved
10/2/2018,SO/UR/10-2018/3411,Plg 23687514,Perorangan,Pry rdmx0798,K-225 N,BSD,5915250,Approved
10/2/2018,SO/UR/10-2018/3412,Plg 21386754,PT,Pry dr0xm897,K-250,Green Lake,13509375,Approved
10/2/2018,SO/UR/10-2018/3413,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,5692500,Approved
10/2/2018,SO/UR/10-2018/3414,Plg 12845637,PT,Pry rd807xm9,K-300,Cikupa,11335500,Approved
10/2/2018,SO/UR/10-2018/3415,Plg 23687541,Perorangan,Pry rx90dm87,K-300,Taman Anggrek II,4455000,Approved
10/2/2018,SO/UR/10-2018/3416,Plg 14637852,PT,Pry rx0dm879,"K-425 N,Fc-35 N",Palimanan,11412500,Approved
10/2/2018,SO/UR/10-2018/3417,Plg 17234568,Perorangan,Pry dr097xm8,K-350 N,Bandung Timur,31845000,Approved
10/2/2018,SO/UR/10-2018/3418,Plg 18356724,PT,Pry r8709mdx,"K-250 ,Fc-20 ",Mauk,4537500,Approved
10/2/2018,SO/UR/10-2018/3419,Plg 12374685,Perorangan,Pry rdm9870x,K-300,Pulo Gadung,18046875,Approved
10/2/2018,SO/UR/10-2018/3420,Plg 23714568,PT,Pry dmx8r970,K-300,BSD,23760000,Approved
10/2/2018,SO/UR/10-2018/3421,Plg 21687435,Perorangan,Pry drx798m0,K-250,Kertajati Cirebon,62552875,Approved
10/2/2018,SO/UR/10-2018/3422,Plg 23714586,Perorangan,Pry rd9780xm,K-225,Taman Anggrek II,13090000,Approved
10/2/2018,SO/UR/10-2018/3423,Plg 18347265,PT,Pry r87x9md0,K-250 N,Pulo Gadung,34641750,Approved
10/2/2018,SO/UR/10-2018/3424,Plg 13745268,PT,Pry rm087dx9,K-125 N,Kertajati Cirebon,123750000,Approved
10/2/2018,SO/UR/10-2018/3425,Plg 23714658,Perorangan,Pry dmx8r709,K-350 N,Palimanan,31102500,Approved
10/2/2018,SO/UR/10-2018/3426,Plg 23714685,Perorangan,Pry dmx8r790,K-250,Kebon Jeruk,52937500,Approved
10/2/2018,SO/UR/10-2018/3428,Plg 13845276,Perorangan,Pry rm8xd709,K-125,Bandung Timur,41250000,Approved
10/2/2018,SO/UR/10-2018/3429,Plg 23714856,Perorangan,Pry dmx80r97,K-250,Sentul,49335000,Approved
10/2/2018,SO/UR/10-2018/3430,Plg 13578462,Perorangan,Pry drx970m8,K-350 N,Dawuan,254375000,Approved
10/2/2018,SO/UR/10-2018/3431,Plg 15348672,PT,Pry dmx80r79,K-300,Cibubur,32670000,Approved
10/2/2018,SO/UR/10-2018/3432,Plg 23714865,PT,Pry r7809xdm,K-225,Taman Anggrek II,12762750,Approved
10/2/2018,SO/UR/10-2018/3433,Plg 13648257,CV,Pry rm0xd798,K-250 N,Bandung Barat,4743750,Approved
10/2/2018,SO/UR/10-2018/3434,Plg 14758632,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,1749000,Approved
10/2/2018,SO/UR/10-2018/3435,Plg 23715468,Perorangan,Pry dmx809r7,K-250,Kebon Jeruk,14586000,Approved
10/2/2018,SO/UR/10-2018/3436,Plg 23715486,Perorangan,Pry dmx8097r,K-250,Cibitung,5775000,Approved
10/2/2018,SO/UR/10-2018/3437,Plg 15672384,Perorangan,Pry dmx807r9,K-275,Kebon Jeruk,36245000,Approved
10/2/2018,SO/UR/10-2018/3438,Plg 21567834,Perorangan,Pry drm7x098,K-250,Cilacap,116160000,Approved
10/2/2018,SO/UR/10-2018/3439,Plg 23715648,Perorangan,Pry dmx8079r,K-250,Bekasi,5940000,Approved
10/2/2018,SO/UR/10-2018/3440,Plg 13564278,Perorangan,Pry rd0mx897,K-250,Dawuan,56925000,Approved
10/2/2018,SO/UR/10-2018/3441,Plg 23715684,Perorangan,Pry dmx89r07,K-250,Kebon Jeruk,16572875,Approved
10/2/2018,SO/UR/10-2018/3442,Plg 14538672,Perorangan,Pry dmx89r70,K-225,Tambak Sumur,61215000,Approved
10/2/2018,SO/UR/10-2018/3443,Plg 13675428,PT,Pry rm0d897x,K-350 N,Bandung Barat,26812500,Approved
10/2/2018,SO/UR/10-2018/3444,Plg 13248576,PT,Pry rd70x8m9,K-225 N,Cibubur,19277500,Approved
10/2/2018,SO/UR/10-2018/3445,Plg 23715846,Perorangan,Pry dmx890r7,K-225,Tambak Sumur,13554750,Approved
10/2/2018,SO/UR/10-2018/3446,Plg 13625874,Perorangan,Pry rm0d9x87,K-300 N,Bandung Timur,12512500,Approved
10/2/2018,SO/UR/10-2018/3447,Plg 21738654,Perorangan,Pry dr0m7x89,K-225,Palimanan,12762750,Approved
10/2/2018,SO/UR/10-2018/3448,Plg 14523876,Perorangan,Pry r780xm9d,K-250,Dawuan,46488750,Approved
10/2/2018,SO/UR/10-2018/3449,Plg 14375826,Perorangan,Pry rxd9078m,K-300,Taman Anggrek II,36575000,Approved
10/2/2018,SO/UR/10-2018/3450,Plg 12763548,PT,Pry rd970mx8,K-275,Taman Anggrek II,39847500,Approved
10/2/2018,SO/UR/10-2018/3451,Plg 23715864,Perorangan,Pry dmx8907r,K-250,Pulo Gadung,29046875,Approved
10/2/2018,SO/UR/10-2018/3452,Plg 21457368,CV,Pry dmx897r0,K-300 N,Dawuan,71280000,Approved
10/2/2018,SO/UR/10-2018/3453,Plg 23716458,Perorangan,Pry dmx8970r,K-225,Dawuan,10300125,Approved
10/2/2018,SO/UR/10-2018/3454,Plg 23716485,Perorangan,Pry dmx87r09,K-225 N,Dawuan,5618250,Approved
10/2/2018,SO/UR/10-2018/3455,Plg 14827356,PT,Pry rx987dm0,K-175,Dawuan,25795000,Approved
10/2/2018,SO/UR/10-2018/3456,Plg 16872354,CV,Pry rd087xm9,K-250,Bandung Timur,3597000,Approved
10/2/2018,SO/UR/10-2018/3457,Plg 21675348,Perorangan,Pry rxm8097d,K-350 N,Dawuan,198550000,Approved
10/2/2018,SO/UR/10-2018/3458,Plg 23716548,Perorangan,Pry rdmx0798,K-225 N,Bandung Timur,13303125,Approved
10/2/2018,SO/UR/10-2018/3459,Plg 14256387,PT,Pry rm7d8x90,K-225,Bekasi,53625000,Approved
10/2/2018,SO/UR/10-2018/3460,Plg 12735846,Perorangan,Pry rd9x7m80,K-250,Kebon Jeruk,16632000,Approved
10/3/2018,SO/UR/10-2018/3461,Plg 21736854,Perorangan,Pry dr0m8x79,K-250,Palimanan,9240000,Approved
10/3/2018,SO/UR/10-2018/3462,Plg 23716584,Perorangan,Pry rdm089x7,K-250,Cibitung,3935250,Approved
10/3/2018,SO/UR/10-2018/3463,Plg 14578263,PT,Pry rxm9078d,K-325 N,Lenteng Agung,50187500,Approved
10/3/2018,SO/UR/10-2018/3464,Plg 13624578,Perorangan,Pry rdmx0798,K-250,Bandung Timur,36300000,Approved
10/3/2018,SO/UR/10-2018/3465,Plg 13684527,Perorangan,Pry dmx87r90,K-250,Palimanan,40425000,Approved
10/3/2018,SO/UR/10-2018/3466,Plg 13648257,CV,Pry rm0xd798,K-250 N,Bandung Barat,5692500,Approved
10/3/2018,SO/UR/10-2018/3467,Plg 14265378,Perorangan,Pry rm7d098x,K-225,Kebon Jeruk,44880000,Approved
10/3/2018,SO/UR/10-2018/3468,Plg 23716845,PT,Pry drx0m879,K-300,Tanah Abang,1925000,Approved
10/3/2018,SO/UR/10-2018/3469,Plg 23716854,Perorangan,Pry dmx870r9,K-225 N,Pulo Gadung,9240000,Approved
10/3/2018,SO/UR/10-2018/3470,Plg 23718456,Perorangan,Pry rdm0x879,K-250,Sentul,36518625,Approved
10/3/2018,SO/UR/10-2018/3471,Plg 13425867,PT,Pry rmd709x8,K-375,Cibitung,7218750,Approved
10/3/2018,SO/UR/10-2018/3472,Plg 13685427,PT,Pry rm9x08d7,K-300,Palimanan,98312500,Approved
10/3/2018,SO/UR/10-2018/3473,Plg 23718465,Perorangan,Pry dmx8709r,K-250,Palimanan,52470000,Approved
10/3/2018,SO/UR/10-2018/3474,Plg 12674538,Perorangan,Pry rd0789mx,K-300,Green Lake,26606250,Approved
10/3/2018,SO/UR/10-2018/3475,Plg 17256348,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,18364500,Approved
10/3/2018,SO/UR/10-2018/3476,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,5692500,Approved
10/3/2018,SO/UR/10-2018/3477,Plg 12476385,Perorangan,Pry rdx9m708,K-300 N,Casablanca,12705000,Approved
10/3/2018,SO/UR/10-2018/3478,Plg 13745268,PT,Pry rm087dx9,K-375 N,Kertajati Cirebon,311025000,Approved
10/3/2018,SO/UR/10-2018/3479,Plg 15237684,CV,Pry dmx879r0,K-300,Dawuan,8074000,Approved
10/3/2018,SO/UR/10-2018/3481,Plg 23681754,Perorangan,Pry rdmx0798,K-250,Cibubur,5247000,Approved
10/3/2018,SO/UR/10-2018/3482,Plg 14783256,Perorangan,Pry dmx8790r,K-300 N,Delta Mas,53785875,Approved
10/3/2018,SO/UR/10-2018/3483,Plg 18376245,CV,Pry r7dm8x90,K-300,Dadap,13648250,Approved
10/3/2018,SO/UR/10-2018/3484,Plg 13485672,Perorangan,Pry rmd7098x,K-300,Cibitung,7700000,Approved
10/3/2018,SO/UR/10-2018/3485,Plg 12638574,PT,Pry rd098xm7,K-350,BSD,10011375,Approved
10/3/2018,SO/UR/10-2018/3486,Plg 14876352,PT,Pry rx80d79m,K-225,Sentul,54986250,Approved
10/3/2018,SO/UR/10-2018/3487,Plg 12578463,Perorangan,Pry rd0xm897,K-175 N,Lenteng Agung,6391000,Approved
10/3/2018,SO/UR/10-2018/3488,Plg 23718546,PT,Pry dmx7r098,K-225,Cikupa,11253000,Approved
10/3/2018,SO/UR/10-2018/3489,Plg 18347265,PT,Pry r87x9md0,K-250 N,Pulo Gadung,911625,Approved
10/3/2018,SO/UR/10-2018/3491,Plg 13576284,PT,Pry rmx8d097,K-350,Dawuan,5940000,Approved
10/3/2018,SO/UR/10-2018/3492,Plg 23718564,PT,Pry dmx7r089,K-175 N,Kertajati Cirebon,28473500,Approved
10/3/2018,SO/UR/10-2018/3493,Plg 14835762,PT,Pry dmx7r908,K-225,Tambak Sumur,36539250,Approved
10/3/2018,SO/UR/10-2018/3494,Plg 23718645,Perorangan,Pry dmx7r980,K-250,Dawuan,33660000,Approved
10/3/2018,SO/UR/10-2018/3495,Plg 23718654,Perorangan,Pry dmx7r809,K-250,Dawuan,10300125,Approved
10/3/2018,SO/UR/10-2018/3496,Plg 21453768,Perorangan,Pry r780d9xm,K-300 N,Cikupa,96250000,Approved
10/3/2018,SO/UR/10-2018/3497,Plg 13258764,Perorangan,Pry rd79xm80,K-300 N,Sentul,16434000,Approved
10/3/2018,SO/UR/10-2018/3498,Plg 12456387,PT,Pry rdxm9870,"K-375 ,Fc-30 ",Casablanca,50187500,Approved
10/3/2018,SO/UR/10-2018/3499,Plg 12456387,PT,Pry rdxm9870,"K-375 ,Fc-30 ",Casablanca,50187500,Approved
10/3/2018,SO/UR/10-2018/3500,Plg 12456387,PT,Pry rdxm9870,"K-375 ,Fc-30 ",Casablanca,50187500,Approved
10/3/2018,SO/UR/10-2018/3501,Plg 13426875,PT,Pry rmd0798x,K-350 N,Bekasi,24860000,Approved
10/3/2018,SO/UR/10-2018/3502,Plg 23741568,Perorangan,Pry dmx7r890,K-300,Cibitung,13860000,Approved
10/3/2018,SO/UR/10-2018/3503,Plg 23741586,Perorangan,Pry dmx70r98,K-250,Bandung Timur,25245000,Approved
10/3/2018,SO/UR/10-2018/3504,Plg 18367254,Perorangan,Pry r8790xdm,K-300,Lenteng Agung,45045000,Approved
10/3/2018,SO/UR/10-2018/3505,Plg 13624578,Perorangan,Pry rdmx0798,K-250,Bandung Timur,3630000,Approved
10/3/2018,SO/UR/10-2018/3506,Plg 23741658,Perorangan,Pry rd0xm879,K-400,Lenteng Agung,18232500,Approved
10/3/2018,SO/UR/10-2018/3507,Plg 23741685,PT,Pry dmx70r89,K-300,Bandung Timur,28936875,Approved
10/3/2018,SO/UR/10-2018/3508,Plg 21437856,Perorangan,Pry r78xm0d9,K-300,Palimanan,92812500,Approved
10/3/2018,SO/UR/10-2018/3509,Plg 23741856,Perorangan,Pry dmx709r8,K-250,Palimanan,9363750,Approved
10/3/2018,SO/UR/10-2018/3510,Plg 15638247,Perorangan,Pry rdmx0798,K-300,Sentul,55852500,Approved
10/3/2018,SO/UR/10-2018/3511,Plg 21438576,Perorangan,Pry drx8m079,K-250,Cibitung,5678750,Approved
10/3/2018,SO/UR/10-2018/3512,Plg 23741865,Perorangan,Pry r87xd9m0,K-225,Cakung,4809750,Approved
10/3/2018,SO/UR/10-2018/3513,Plg 21658437,Perorangan,Pry dmx7098r,K-225,Green Lake,23100000,Approved
10/3/2018,SO/UR/10-2018/3514,Plg 13587462,Perorangan,Pry dmx708r9,K-250 N,Bandung Barat,5544000,Approved
10/3/2018,SO/UR/10-2018/3515,Plg 14328756,Perorangan,Pry dmx7089r,K-350,Dawuan,4998125,Approved
10/3/2018,SO/UR/10-2018/3516,Plg 12367548,PT,Pry rdm9x708,K-300 N,Cakung,14960000,Approved
10/3/2018,SO/UR/10-2018/3517,Plg 23745168,Perorangan,Pry dmx79r08,K-250,Bandung Barat,5692500,Approved
10/3/2018,SO/UR/10-2018/3518,Plg 23687145,PT,Pry dmx8r907,K-300,Casablanca,7810000,Approved
10/3/2018,SO/UR/10-2018/3519,Plg 21756348,Perorangan,Pry dr09x87m,K-300,Bandung Timur,30800000,Approved
10/3/2018,SO/UR/10-2018/3520,Plg 12385764,PT,Pry rdm89x70,K-500,Cakung,24414500,Approved
10/3/2018,SO/UR/10-2018/3521,Plg 15736284,Perorangan,Pry rx8d79m0,K-225,Dawuan,4551250,Approved
10/3/2018,SO/UR/10-2018/3522,Plg 12347586,PT,Pry dmx79r80,K-250,Cibubur,18884250,Approved
10/3/2018,SO/UR/10-2018/3523,Plg 21637845,Perorangan,Pry drx9m807,K-175,Dawuan,5445000,Approved
10/3/2018,SO/UR/10-2018/3524,Plg 23745186,Perorangan,Pry dmx790r8,K-250,BSD,7830625,Approved
10/4/2018,SO/UR/10-2018/3525,Plg 23745618,Perorangan,Pry dmx7908r,K-250 N,Tanah Abang,14515875,Approved
10/4/2018,SO/UR/10-2018/3526,Plg 13684527,Perorangan,Pry dmx798r0,K-225,Palimanan,12685750,Approved
10/4/2018,SO/UR/10-2018/3527,Plg 14832657,PT,Pry dmx7980r,K-250,Bandung Timur,30124875,Approved
10/4/2018,SO/UR/10-2018/3528,Plg 21678453,Perorangan,Pry drx87m90,"K-350 ,K-350 ,K-350 N,K-350 N",Dawuan,39600000,Approved
10/4/2018,SO/UR/10-2018/3529,Plg 23745681,PT,Pry dmx78r09,K-300,Cakung,24062500,Approved
10/4/2018,SO/UR/10-2018/3530,Plg 21547836,PT,Pry drm8x907,K-350 N,Taman Anggrek II,122925000,Approved
10/4/2018,SO/UR/10-2018/3531,Plg 23745816,Perorangan,Pry rdmx0798,K-225,Lenteng Agung,18364500,Approved
10/4/2018,SO/UR/10-2018/3532,Plg 13475268,PT,Pry drmx9807,K-300,Cikupa,19800000,Approved
10/4/2018,SO/UR/10-2018/3533,Plg 23745861,Perorangan,Pry dmx78r90,K-225,BSD,12705000,Approved
10/4/2018,SO/UR/10-2018/3534,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,5692500,Approved
10/4/2018,SO/UR/10-2018/3535,Plg 21748356,Perorangan,Pry drm9x870,K-225 N,Kertajati Cirebon,19250000,Approved
10/4/2018,SO/UR/10-2018/3536,Plg 23684571,PT,Pry dmx97r80,K-400 N,Cikupa,78890625,Approved
10/4/2018,SO/UR/10-2018/3537,Plg 17632584,PT,Pry r8x0d7m9,K-225,Cikupa,16731000,Approved
10/4/2018,SO/UR/10-2018/3538,Plg 23746158,CV,Pry dmx780r9,K-250,Bandung Timur,21582000,Approved
10/4/2018,SO/UR/10-2018/3539,Plg 13567824,PT,Pry rmx9d708,K-175 N,Dawuan,26400000,Approved
10/4/2018,SO/UR/10-2018/3540,Plg 13567824,PT,Pry rmx9d708,K-300 N,Dawuan,148500000,Approved
10/4/2018,SO/UR/10-2018/3541,Plg 21674358,Perorangan,Pry dmx7809r,K-350 N,Dawuan,30731250,Approved
10/4/2018,SO/UR/10-2018/3542,Plg 13875642,PT,Pry rm87xd09,K-250 N,Casablanca,92400000,Approved
10/4/2018,SO/UR/10-2018/3543,Plg 21764853,PT,Pry dr08xm79,K-300,Pulo Gadung,22481250,Approved
10/4/2018,SO/UR/10-2018/3544,Plg 13752846,Perorangan,Pry dmx789r0,K-300,Cilacap,101200000,Approved
10/4/2018,SO/UR/10-2018/3545,Plg 23746185,Perorangan,Pry dmx7890r,K-250,Tambak Sumur,7194000,Approved
10/4/2018,SO/UR/10-2018/3546,Plg 23746518,PT,Pry rd9x807m,K-250,Green Lake,91162500,Approved
10/4/2018,SO/UR/10-2018/3547,Plg 21456837,Perorangan,Pry r7d9mx08,K-250 N,Kebon Jeruk,21175000,Approved
10/4/2018,SO/UR/10-2018/3548,Plg 13527486,Perorangan,Pry dm0rx987,K-300,Bandung Timur,89094500,Approved
10/4/2018,SO/UR/10-2018/3549,Plg 23746581,Perorangan,Pry rdx9078m,K-250,Casablanca,43869375,Approved
10/4/2018,SO/UR/10-2018/3550,Plg 23746815,Perorangan,Pry rdmx0798,K-250,Bandung Timur,8204625,Approved
10/4/2018,SO/UR/10-2018/3551,Plg 12468735,PT,Pry r8790dmx,K-175,Kebon Jeruk,13398000,Approved
10/4/2018,SO/UR/10-2018/3552,Plg 12468735,PT,Pry r8790dmx,K-225,Kebon Jeruk,44343750,Approved
10/4/2018,SO/UR/10-2018/3553,Plg 14683257,Perorangan,Pry dmx9870r,K-350 N,Cakung,4998125,Approved
10/4/2018,SO/UR/10-2018/3554,Plg 23746851,Perorangan,Pry rdmx0798,K-250,Sentul,6641250,Approved
10/4/2018,SO/UR/10-2018/3555,Plg 23681547,Perorangan,Pry rm978xd0,K-300,Sentul,3822500,Approved
10/4/2018,SO/UR/10-2018/3556,Plg 23748156,Perorangan,Pry dm0rx978,K-400,Pulo Gadung,42460000,Approved
10/4/2018,SO/UR/10-2018/3557,Plg 23748165,Perorangan,Pry dm0rx897,K-225,Bandung Timur,26672250,Approved
10/4/2018,SO/UR/10-2018/3558,Plg 23748516,Perorangan,Pry dm0rx879,K-300,Bandung Timur,11550000,Approved
10/4/2018,SO/UR/10-2018/3559,Plg 12347586,PT,Pry dmx79r80,K-250,Cibubur,6294750,Approved
10/4/2018,SO/UR/10-2018/3560,Plg 14658327,Perorangan,Pry rx0m9d78,K-225,Pulo Gadung,31482000,Approved
10/4/2018,SO/UR/10-2018/3561,Plg 18724356,Perorangan,Pry r70xm98d,K-300,Lenteng Agung,48125000,Approved
10/4/2018,SO/UR/10-2018/3562,Plg 23748561,Perorangan,Pry rx8md970,K-225,Cibubur,5247000,Approved
10/4/2018,SO/UR/10-2018/3563,Plg 14683257,Perorangan,Pry dmx9870r,K-350 N,Cakung,54979375,Approved
10/4/2018,SO/UR/10-2018/3564,Plg 21463785,Perorangan,Pry r789d0xm,K-300,Cakung,116308500,Approved
10/4/2018,SO/UR/10-2018/3565,Plg 12367845,PT,Pry rdm90x87,K-225 N,Cakung,3602500,Approved
